,T0,T1,T2,C_0
T0,-0.88,-0.76,0.02,-0.47
T1,-0.05,-1.87,-0.0,0.0
T2,0.0,0.85,-2.07,0.28
C_0,-0.12,0.63,0.0,-1.8
