,T0,T1,T2,E_0
T0,-0.92,-0.85,0.0,-0.0
T1,-0.04,-1.87,-0.0,-0.0
T2,0.0,0.9,-2.04,0.04
E_0,-0.0,-0.0,0.0,-2.4
