,T0,T1,T2,B_0
T0,-0.76,-1.14,0.32,0.0
T1,-0.08,-1.96,-0.0,0.4
T2,0.04,0.6,-2.11,-0.34
B_0,-0.11,0.13,-0.0,-1.67
