,T0,T1,T2,A_1
T0,-0.76,-1.14,0.35,0.0
T1,0.01,-1.88,0.0,-0.75
T2,0.02,0.57,-2.09,-0.82
A_1,-0.2,-0.28,-0.57,-2.11
