,T0,T1,T2,C_1
T0,-0.73,-1.28,0.05,0.04
T1,0.04,-1.97,-0.18,0.33
T2,0.27,0.64,-2.21,-0.21
C_1,-0.71,-0.0,0.18,-1.68
