,T0,T1,T2,E_1
T0,-0.79,-1.03,0.3,0.46
T1,-0.11,-1.91,-0.06,0.32
T2,-0.05,0.58,-2.17,0.48
E_1,-0.58,-1.13,0.1,-2.39
