,T0,T1,T2,A_0
T0,-0.77,-1.14,0.3,0.25
T1,-0.0,-1.9,-0.01,-0.41
T2,0.08,0.58,-2.12,-0.98
A_0,0.0,-0.24,-0.66,-2.36
