,T0,T1,T2,C_2
T0,-0.7,-1.03,0.37,-0.69
T1,-0.06,-1.93,-0.0,0.19
T2,0.0,0.54,-2.15,0.1
C_2,-0.01,0.0,-0.46,-1.67
