,T0,T1,T2,C_2
T0,-0.72,-1.31,-0.0,-0.02
T1,-0.14,-1.99,0.0,-0.01
T2,-0.13,0.35,-1.81,-0.37
C_2,-1.0,-0.0,-0.14,-1.59
