,T0,T1,T2,C_3
T0,-0.5,-0.76,-0.0,-0.88
T1,-0.28,-1.96,0.0,0.0
T2,-0.01,0.32,-1.88,-0.01
C_3,-0.25,0.07,-0.08,-0.23
