,T0,T1,T2,B_0
T0,-0.73,-1.08,-0.0,-0.01
T1,-0.26,-1.98,0.0,0.17
T2,-0.15,0.29,-1.83,-0.06
B_0,-0.01,0.0,-0.01,-1.6
