,T0,T1,T2,A_0
T0,-0.74,-0.82,-0.0,0.01
T1,-0.42,-1.92,0.0,-0.01
T2,-0.16,0.35,-1.82,-0.62
A_0,0.0,-0.15,-0.39,-2.5
