,T0,T1,T2,E_3
T0,-0.7,-1.01,-0.01,-0.27
T1,-0.24,-1.92,0.0,-0.34
T2,-0.15,0.36,-1.85,0.0
E_3,-0.34,-0.01,0.0,-1.62
