,T0,T1,T2,B_0
T0,-0.82,-0.59,0.11,-0.0
T1,-0.52,-1.96,0.28,0.36
T2,0.1,0.28,-2.08,-0.01
B_0,-0.13,0.15,-0.19,-1.69
