,T0,T1,T2,C_2
T0,-0.8,-0.6,-0.21,0.0
T1,-0.44,-1.94,0.28,0.09
T2,0.37,0.3,-2.13,-0.28
C_2,-0.93,0.13,0.27,-1.6
