,T0,T1,T2,A_1
T0,-0.82,-0.55,-0.0,0.11
T1,-0.44,-1.88,0.0,-0.29
T2,0.24,0.53,-2.1,-0.89
A_1,0.0,-0.39,-0.26,-2.16
