,T0,T1,T2,E_2
T0,-0.88,-0.3,0.1,0.45
T1,-0.88,-1.87,0.56,-0.12
T2,-0.0,0.08,-2.08,0.48
E_2,-0.51,-0.22,-0.16,-2.05
