,T0,T1,T2,C_0
T0,-0.77,-1.07,-0.28,-0.0
T1,-0.11,-1.99,0.0,0.07
T2,0.42,0.46,-2.19,-0.2
C_0,-0.82,0.19,0.16,-1.62
