,T0,T1,T2,E_0
T0,-0.83,-0.47,0.01,0.14
T1,-0.57,-1.89,0.29,-0.2
T2,0.15,0.31,-2.13,0.35
E_0,-0.0,-0.18,-0.0,-2.57
