,T0,T1,T2,A_0
T0,-0.83,-1.05,0.17,0.36
T1,-0.13,-1.96,0.22,-0.77
T2,0.12,0.31,-2.05,-0.71
A_0,-0.33,0.0,-0.43,-2.4
