,T0,T1,T2,E_2
T0,-0.92,-0.16,0.06,-0.0
T1,-0.16,-1.64,0.0,-0.17
T2,0.01,0.84,-2.15,0.12
E_2,-0.08,0.0,-0.01,-2.16
