,T0,T1,T2,E_3
T0,-0.9,-0.32,-0.0,-0.0
T1,-0.0,-1.66,-0.0,-0.22
T2,0.03,0.79,-2.26,0.76
E_3,-0.15,0.0,0.0,-1.81
