,T0,T1,T2,C_3
T0,-0.77,-0.25,-0.0,-0.44
T1,-0.0,-1.81,0.02,0.3
T2,0.18,0.74,-2.17,-0.0
C_3,-0.75,0.07,-0.07,-0.23
