,T0,T1,T2,C_1
T0,-0.87,-0.0,0.09,-0.94
T1,-0.26,-1.65,0.0,0.19
T2,0.01,0.87,-2.11,-0.34
C_1,-0.17,-0.0,-0.11,-1.86
