,T0,T1,T2,A_0
T0,-0.92,0.0,0.06,-0.39
T1,-0.35,-1.61,0.0,0.0
T2,0.0,0.87,-2.12,-0.61
A_0,0.14,-0.92,-0.25,-2.48
