,T0,T1,T2,B_2
T0,-0.92,-0.04,0.05,-0.14
T1,-0.37,-1.73,0.0,0.7
T2,0.03,0.83,-2.13,-0.1
B_2,-0.01,-0.0,0.0,-1.56
