,T0,T1,T2,D_0
T0,-0.87,-0.86,-0.0,0.05
T1,-0.37,-1.99,0.0,-0.0
T2,0.13,-0.04,-2.15,0.0
D_0,0.0,0.56,-0.0,-1.77
