,T0,T1,T2,C_1
T0,-0.86,-0.59,0.0,-0.17
T1,-0.56,-1.95,0.0,0.0
T2,0.14,0.0,-2.14,-0.08
C_1,-0.48,0.12,-0.07,-1.79
