,T0,T1,T2,A_0
T0,-0.87,-1.4,0.0,0.36
T1,-0.03,-2.01,-0.0,-1.37
T2,0.2,-0.08,-2.12,-0.71
A_0,-0.19,-0.03,-0.48,-2.44
