,T0,T1,T2,C_2
T0,-0.84,-0.74,-0.0,-0.27
T1,-0.42,-1.98,-0.0,-0.0
T2,0.16,-0.0,-2.14,-0.17
C_2,-1.07,0.0,0.0,-1.65
