,T0,T1,T2,B_2
T0,-0.84,-1.13,-0.5,0.11
T1,-0.2,-2.03,-0.03,0.05
T2,0.53,0.0,-2.21,-0.55
B_2,-0.23,0.0,0.04,-1.6
