,T0,T1,T2,E_2
T0,-0.9,-0.53,0.08,0.09
T1,-0.65,-1.93,0.0,-0.0
T2,0.0,0.0,-2.16,0.41
E_2,-0.32,-0.49,-0.0,-1.92
