,T0,T1,T2,E_3
T0,-0.69,-0.11,0.0,0.25
T1,-0.72,-2.13,0.0,-0.14
T2,0.61,-0.0,-2.19,0.18
E_3,0.01,-0.02,0.0,-1.81
