,T0,T1,T2,B_2
T0,-0.65,-0.34,0.0,0.0
T1,-0.46,-2.2,-0.0,0.0
T2,0.64,-0.0,-2.18,-0.0
B_2,0.0,0.38,-0.0,-1.62
