,T0,T1,T2,E_1
T0,-0.71,-0.22,0.0,0.79
T1,-0.62,-2.16,-0.0,-0.0
T2,0.45,-0.0,-2.22,1.05
E_1,0.0,-0.0,0.0,-2.39
