,T0,T1,T2,C_1
T0,-0.66,-0.32,0.0,-0.0
T1,-0.46,-2.2,-0.0,-0.0
T2,0.66,-0.0,-2.18,-0.08
C_1,-0.43,-0.0,-0.0,-1.94
