,T0,T1,T2,A_1
T0,-0.78,-0.37,0.74,0.75
T1,-0.5,-2.19,-0.0,-0.05
T2,0.0,0.0,-1.9,-0.62
A_1,0.0,-0.17,-0.66,-2.11
