,T0,T1,T2,A_0
T0,-0.67,-0.18,0.0,0.04
T1,-0.63,-2.15,0.0,-0.24
T2,0.69,-0.0,-2.14,-0.96
A_0,0.0,-0.3,-0.76,-2.34
