,T0,T1,T2,E_2
T0,-0.68,-0.17,0.0,0.28
T1,-0.65,-2.16,-0.0,-0.0
T2,0.63,-0.0,-2.18,-0.0
E_2,0.0,-0.0,-0.0,-2.35
