,T0,T1,T2,A_0
T0,-0.85,-0.0,0.04,-0.15
T1,-1.19,-1.79,0.0,0.0
T2,0.0,0.81,-2.11,-0.72
A_0,0.05,-0.88,-0.24,-2.39
