,T0,T1,T2,C_0
T0,-0.8,-0.62,0.0,-0.0
T1,-0.33,-1.93,0.0,0.0
T2,0.1,0.72,-2.16,-0.0
C_0,-0.72,0.33,-0.25,-1.6
