,T0,T1,T2,A_1
T0,-0.83,-0.27,0.01,-0.0
T1,-0.66,-1.84,0.0,-0.37
T2,0.08,0.77,-2.12,-0.59
A_1,-0.09,-0.27,-0.86,-2.14
