,T0,T1,T2,B_2
T0,-0.8,-0.75,0.0,0.0
T1,-0.24,-1.95,0.0,-0.0
T2,0.12,0.71,-2.16,-0.0
B_2,-0.14,0.4,-0.18,-1.62
