,T0,T1,T2,E_1
T0,-0.83,-0.45,0.08,0.21
T1,-0.48,-1.88,0.0,-0.43
T2,0.0,0.76,-2.14,-0.0
E_1,-0.0,-0.0,-0.07,-2.53
