,T0,T1,T2,D_0
T0,-0.82,-1.27,-0.38,0.42
T1,-0.0,-2.01,0.0,-0.0
T2,0.38,0.68,-2.23,-0.07
D_0,-0.22,0.98,0.0,-1.35
