,T0,T1,T2,E_3
T0,-0.75,-0.73,0.22,0.74
T1,-0.28,-2.04,0.17,-0.03
T2,-0.0,0.31,-2.2,0.88
E_3,-0.9,-0.31,-0.46,-1.56
