,T0,T1,T2,C_1
T0,-0.62,-0.36,-0.83,0.05
T1,-0.5,-2.02,0.37,0.0
T2,0.85,0.2,-2.34,-0.34
C_1,-0.64,0.0,0.09,-1.85
