,T0,T1,T2,A_1
T0,-0.69,-0.94,0.22,0.58
T1,-0.04,-2.06,-0.04,-0.56
T2,0.27,0.48,-2.12,-0.45
A_1,-0.0,-0.1,-0.32,-2.13
