,T0,T1,T2,E_2
T0,-0.72,-0.75,0.4,0.7
T1,-0.23,-2.03,-0.0,-0.14
T2,-0.0,0.48,-2.08,0.18
E_2,-0.74,-0.29,-0.67,-2.1
