,T0,T1,T2,C_0
T0,-0.6,-1.03,0.15,-0.39
T1,-0.0,-2.1,-0.04,-0.06
T2,0.33,0.45,-2.17,-0.09
C_0,-0.55,0.0,-0.27,-1.73
