,T0,T1,T2,C_2
T0,-0.79,-1.12,0.42,-0.53
T1,-0.0,-2.06,0.0,0.61
T2,0.0,0.84,-2.14,0.01
C_2,-0.0,0.0,-0.0,-1.77
