,T0,T1,T2,A_0
T0,-0.85,-0.85,0.36,-0.0
T1,-0.14,-1.91,0.0,-0.31
T2,0.0,0.92,-2.14,-0.3
A_0,-0.0,-0.01,-0.62,-2.42
