,T0,T1,T2,C_3
T0,-0.81,-0.92,0.41,-0.12
T1,-0.09,-1.94,0.0,-0.0
T2,0.0,0.91,-2.16,0.0
C_3,-0.47,-0.0,0.0,-0.29
