,T0,T1,T2,E_2
T0,-0.86,-0.7,0.3,0.16
T1,-0.26,-1.9,0.0,-0.0
T2,0.0,0.9,-2.16,-0.0
E_2,0.0,-0.0,0.0,-2.35
