,T0,T1,T2,E_2
T0,-0.81,-0.73,0.04,0.09
T1,-0.4,-1.9,0.0,-0.03
T2,0.01,0.74,-2.15,0.6
E_2,-0.0,-0.31,-0.0,-2.18
