,T0,T1,T2,E_1
T0,-0.81,-0.72,0.12,0.0
T1,-0.42,-1.89,0.0,-0.11
T2,-0.0,0.77,-2.09,0.09
E_1,-0.02,-0.25,0.16,-2.49
