,T0,T1,T2,B_2
T0,-0.79,-0.79,0.08,-0.04
T1,-0.41,-1.95,0.0,0.37
T2,0.05,0.74,-2.09,-0.0
B_2,-0.02,0.05,-0.17,-1.59
