,T0,T1,T2,C_1
T0,-0.81,-0.38,-0.08,-0.0
T1,-0.84,-1.91,0.76,0.0
T2,0.16,0.18,-2.04,-0.0
C_1,-0.7,0.1,0.05,-1.73
