,T0,T1,T2,C_2
T0,-0.76,-0.44,-0.02,-0.52
T1,-0.71,-1.93,0.74,-0.01
T2,0.22,0.31,-1.93,-4.13
C_2,-0.36,-0.12,0.85,-1.78
