,T0,T1,T2,A_1
T0,-0.83,-0.4,-0.22,0.37
T1,-0.78,-1.9,0.73,-0.18
T2,0.33,0.24,-2.03,-1.07
A_1,-0.37,-0.38,-0.0,-2.08
