,T0,T1,T2,B_0
T0,-0.81,-0.0,0.05,-0.47
T1,-1.2,-1.91,-0.0,0.52
T2,0.0,0.82,-2.15,-0.0
B_0,0.22,-0.0,-0.41,-1.73
