,T0,T1,T2,E_2
T0,-0.86,-0.09,0.0,0.18
T1,-1.03,-1.84,-0.0,-0.3
T2,0.0,0.84,-2.18,0.3
E_2,0.0,-0.0,0.0,-2.17
