,T0,T1,T2,A_1
T0,-0.85,-0.03,0.05,-0.12
T1,-1.18,-1.84,0.0,-0.0
T2,0.01,0.87,-2.11,-0.59
A_1,0.0,-0.42,-0.63,-2.05
