,T0,T1,T2,C_0
T0,-0.8,-0.18,0.0,-0.41
T1,-0.81,-1.89,0.0,0.0
T2,0.09,0.81,-2.18,0.03
C_0,-0.34,0.04,-0.0,-1.67
